date,eligible_count,n_signal,signal_ratio,breadth_blocked,open_positions,n_entries,n_exits,invested_pct
2006-07-20,1,0,0.0,False,0,0,0,0.0
2006-07-21,2,0,0.0,False,0,0,0,0.0
2006-07-24,2,0,0.0,False,0,0,0,0.0
2006-07-25,2,0,0.0,False,0,0,0,0.0
2006-07-26,2,0,0.0,False,0,0,0,0.0
2006-07-27,2,0,0.0,False,0,0,0,0.0
2006-07-28,2,0,0.0,False,0,0,0,0.0
2006-07-31,2,1,0.5,True,0,0,0,0.0
2006-08-01,2,2,1.0,True,0,0,0,0.0
2006-08-02,2,1,0.5,True,0,0,0,0.0
2006-08-03,2,0,0.0,False,0,0,0,0.0
2006-08-04,2,1,0.5,True,0,0,0,0.0
2006-08-07,2,2,1.0,True,0,0,0,0.0
2006-08-08,2,0,0.0,False,0,0,0,0.0
2006-08-09,2,0,0.0,False,0,0,0,0.0
2006-08-10,2,0,0.0,False,0,0,0,0.0
2006-08-11,2,0,0.0,False,0,0,0,0.0
2006-08-14,2,0,0.0,False,0,0,0,0.0
2006-08-15,2,0,0.0,False,0,0,0,0.0
2006-08-16,2,0,0.0,False,0,0,0,0.0
2006-08-17,2,0,0.0,False,0,0,0,0.0
2006-08-18,2,0,0.0,False,0,0,0,0.0
2006-08-21,2,0,0.0,False,0,0,0,0.0
2006-08-22,2,0,0.0,False,0,0,0,0.0
2006-08-23,2,0,0.0,False,0,0,0,0.0
2006-08-24,2,0,0.0,False,0,0,0,0.0
2006-08-25,2,0,0.0,False,0,0,0,0.0
2006-08-28,2,0,0.0,False,0,0,0,0.0
2006-08-29,2,0,0.0,False,0,0,0,0.0
2006-08-30,2,0,0.0,False,0,0,0,0.0
2006-08-31,2,0,0.0,False,0,0,0,0.0
2006-09-01,2,0,0.0,False,0,0,0,0.0
2006-09-04,2,0,0.0,False,0,0,0,0.0
2006-09-05,2,0,0.0,False,0,0,0,0.0
2006-09-06,1,0,0.0,False,0,0,0,0.0
2006-09-07,1,0,0.0,False,0,0,0,0.0
2006-09-08,1,0,0.0,False,0,0,0,0.0
2006-09-11,1,0,0.0,False,0,0,0,0.0
2006-09-12,1,0,0.0,False,0,0,0,0.0
2006-09-13,1,0,0.0,False,0,0,0,0.0
2006-09-14,1,0,0.0,False,0,0,0,0.0
2006-09-15,1,0,0.0,False,0,0,0,0.0
2006-09-18,1,0,0.0,False,0,0,0,0.0
2006-09-19,1,0,0.0,False,0,0,0,0.0
2006-09-20,1,0,0.0,False,0,0,0,0.0
2006-09-21,1,0,0.0,False,0,0,0,0.0
2006-09-22,1,0,0.0,False,0,0,0,0.0
2006-09-25,1,0,0.0,False,0,0,0,0.0
2006-09-26,1,0,0.0,False,0,0,0,0.0
2006-09-27,1,0,0.0,False,0,0,0,0.0
2006-09-28,1,0,0.0,False,0,0,0,0.0
2006-09-29,1,0,0.0,False,0,0,0,0.0
2006-10-09,1,0,0.0,False,0,0,0,0.0
2006-10-10,1,0,0.0,False,0,0,0,0.0
2006-10-11,1,0,0.0,False,0,0,0,0.0
2006-10-12,1,0,0.0,False,0,0,0,0.0
2006-10-13,1,0,0.0,False,0,0,0,0.0
2006-10-16,1,0,0.0,False,0,0,0,0.0
2006-10-17,1,0,0.0,False,0,0,0,0.0
2006-10-18,1,0,0.0,False,0,0,0,0.0
2006-10-19,1,0,0.0,False,0,0,0,0.0
2006-10-20,1,0,0.0,False,0,0,0,0.0
2006-10-23,1,0,0.0,False,0,0,0,0.0
2006-10-24,1,0,0.0,False,0,0,0,0.0
2006-10-25,1,0,0.0,False,0,0,0,0.0
2006-10-26,1,0,0.0,False,0,0,0,0.0
2006-10-27,1,0,0.0,False,0,0,0,0.0
2006-10-30,1,0,0.0,False,0,0,0,0.0
2006-10-31,1,0,0.0,False,0,0,0,0.0
2006-11-01,1,0,0.0,False,0,0,0,0.0
2006-11-02,1,0,0.0,False,0,0,0,0.0
2006-11-03,1,0,0.0,False,0,0,0,0.0
2006-11-06,1,0,0.0,False,0,0,0,0.0
2006-11-07,1,0,0.0,False,0,0,0,0.0
2006-11-08,1,0,0.0,False,0,0,0,0.0
2006-11-09,1,0,0.0,False,0,0,0,0.0
2006-11-10,1,0,0.0,False,0,0,0,0.0
2006-11-13,1,0,0.0,False,0,0,0,0.0
2006-11-14,1,0,0.0,False,0,0,0,0.0
2006-11-15,1,0,0.0,False,0,0,0,0.0
2006-11-16,1,0,0.0,False,0,0,0,0.0
2006-11-17,1,0,0.0,False,0,0,0,0.0
2006-11-20,1,0,0.0,False,0,0,0,0.0
2006-11-21,1,0,0.0,False,0,0,0,0.0
2006-11-22,1,0,0.0,False,0,0,0,0.0
2006-11-23,1,0,0.0,False,0,0,0,0.0
2006-11-24,1,0,0.0,False,0,0,0,0.0
2006-11-27,1,0,0.0,False,0,0,0,0.0
2006-11-28,1,0,0.0,False,0,0,0,0.0
2006-11-29,1,0,0.0,False,0,0,0,0.0
2006-11-30,1,0,0.0,False,0,0,0,0.0
2006-12-01,1,0,0.0,False,0,0,0,0.0
2006-12-04,2,0,0.0,False,0,0,0,0.0
2006-12-05,2,0,0.0,False,0,0,0,0.0
2006-12-06,2,0,0.0,False,0,0,0,0.0
2006-12-07,2,0,0.0,False,0,0,0,0.0
2006-12-08,2,0,0.0,False,0,0,0,0.0
2006-12-11,2,0,0.0,False,0,0,0,0.0
2006-12-12,2,0,0.0,False,0,0,0,0.0
2006-12-13,2,0,0.0,False,0,0,0,0.0
2006-12-14,2,0,0.0,False,0,0,0,0.0
2006-12-15,2,0,0.0,False,0,0,0,0.0
2006-12-18,2,0,0.0,False,0,0,0,0.0
2006-12-19,2,0,0.0,False,0,0,0,0.0
2006-12-20,2,0,0.0,False,0,0,0,0.0
2006-12-21,2,0,0.0,False,0,0,0,0.0
2006-12-22,2,0,0.0,False,0,0,0,0.0
2006-12-25,2,0,0.0,False,0,0,0,0.0
2006-12-26,2,0,0.0,False,0,0,0,0.0
2006-12-27,2,0,0.0,False,0,0,0,0.0
2006-12-28,2,0,0.0,False,0,0,0,0.0
2006-12-29,2,0,0.0,False,0,0,0,0.0
2007-01-04,2,0,0.0,False,0,0,0,0.0
2007-01-05,2,0,0.0,False,0,0,0,0.0
2007-01-08,2,0,0.0,False,0,0,0,0.0
2007-01-09,2,0,0.0,False,0,0,0,0.0
2007-01-10,2,0,0.0,False,0,0,0,0.0
2007-01-11,2,0,0.0,False,0,0,0,0.0
2007-01-12,2,0,0.0,False,0,0,0,0.0
2007-01-15,2,0,0.0,False,0,0,0,0.0
2007-01-16,2,0,0.0,False,0,0,0,0.0
2007-01-17,2,0,0.0,False,0,0,0,0.0
2007-01-18,2,0,0.0,False,0,0,0,0.0
2007-01-19,2,0,0.0,False,0,0,0,0.0
2007-01-22,2,0,0.0,False,0,0,0,0.0
2007-01-23,2,0,0.0,False,0,0,0,0.0
2007-01-24,2,0,0.0,False,0,0,0,0.0
2007-01-25,2,0,0.0,False,0,0,0,0.0
2007-01-26,2,0,0.0,False,0,0,0,0.0
2007-01-29,2,0,0.0,False,0,0,0,0.0
2007-01-30,2,0,0.0,False,0,0,0,0.0
2007-01-31,2,0,0.0,False,0,0,0,0.0
2007-02-01,2,0,0.0,False,0,0,0,0.0
2007-02-02,2,0,0.0,False,0,0,0,0.0
2007-02-05,2,0,0.0,False,0,0,0,0.0
2007-02-06,2,0,0.0,False,0,0,0,0.0
2007-02-07,2,0,0.0,False,0,0,0,0.0
2007-02-08,2,0,0.0,False,0,0,0,0.0
2007-02-09,2,0,0.0,False,0,0,0,0.0
2007-02-12,2,0,0.0,False,0,0,0,0.0
2007-02-13,2,0,0.0,False,0,0,0,0.0
2007-02-14,2,0,0.0,False,0,0,0,0.0
2007-02-15,3,0,0.0,False,0,0,0,0.0
2007-02-16,3,0,0.0,False,0,0,0,0.0
2007-02-26,3,0,0.0,False,0,0,0,0.0
2007-02-27,3,0,0.0,False,0,0,0,0.0
2007-02-28,3,0,0.0,False,0,0,0,0.0
2007-03-01,3,0,0.0,False,0,0,0,0.0
2007-03-02,3,0,0.0,False,0,0,0,0.0
2007-03-05,3,0,0.0,False,0,0,0,0.0
2007-03-06,3,0,0.0,False,0,0,0,0.0
2007-03-07,3,0,0.0,False,0,0,0,0.0
2007-03-08,3,0,0.0,False,0,0,0,0.0
2007-03-09,3,0,0.0,False,0,0,0,0.0
2007-03-12,3,0,0.0,False,0,0,0,0.0
2007-03-13,3,0,0.0,False,0,0,0,0.0
2007-03-14,3,0,0.0,False,0,0,0,0.0
2007-03-15,3,0,0.0,False,0,0,0,0.0
2007-03-16,3,0,0.0,False,0,0,0,0.0
2007-03-19,3,0,0.0,False,0,0,0,0.0
2007-03-20,3,0,0.0,False,0,0,0,0.0
2007-03-21,3,0,0.0,False,0,0,0,0.0
2007-03-22,3,0,0.0,False,0,0,0,0.0
2007-03-23,3,0,0.0,False,0,0,0,0.0
2007-03-26,3,0,0.0,False,0,0,0,0.0
2007-03-27,3,0,0.0,False,0,0,0,0.0
2007-03-28,3,0,0.0,False,0,0,0,0.0
2007-03-29,3,0,0.0,False,0,0,0,0.0
2007-03-30,3,0,0.0,False,0,0,0,0.0
2007-04-02,3,0,0.0,False,0,0,0,0.0
2007-04-03,3,0,0.0,False,0,0,0,0.0
2007-04-04,3,0,0.0,False,0,0,0,0.0
2007-04-05,3,0,0.0,False,0,0,0,0.0
2007-04-06,3,0,0.0,False,0,0,0,0.0
2007-04-09,3,0,0.0,False,0,0,0,0.0
2007-04-10,3,0,0.0,False,0,0,0,0.0
2007-04-11,3,0,0.0,False,0,0,0,0.0
2007-04-12,3,0,0.0,False,0,0,0,0.0
2007-04-13,3,0,0.0,False,0,0,0,0.0
2007-04-16,3,0,0.0,False,0,0,0,0.0
2007-04-17,3,0,0.0,False,0,0,0,0.0
2007-04-18,4,0,0.0,False,0,0,0,0.0
2007-04-19,4,0,0.0,False,0,0,0,0.0
2007-04-20,4,0,0.0,False,0,0,0,0.0
2007-04-23,4,0,0.0,False,0,0,0,0.0
2007-04-24,4,0,0.0,False,0,0,0,0.0
2007-04-25,4,0,0.0,False,0,0,0,0.0
2007-04-26,4,0,0.0,False,0,0,0,0.0
2007-04-27,4,0,0.0,False,0,0,0,0.0
2007-04-30,4,0,0.0,False,0,0,0,0.0
2007-05-08,4,0,0.0,False,0,0,0,0.0
2007-05-09,4,0,0.0,False,0,0,0,0.0
2007-05-10,4,0,0.0,False,0,0,0,0.0
2007-05-11,4,0,0.0,False,0,0,0,0.0
2007-05-14,4,0,0.0,False,0,0,0,0.0
2007-05-15,4,0,0.0,False,0,0,0,0.0
2007-05-16,4,0,0.0,False,0,0,0,0.0
2007-05-17,4,0,0.0,False,0,0,0,0.0
2007-05-18,4,0,0.0,False,0,0,0,0.0
2007-05-21,4,0,0.0,False,0,0,0,0.0
2007-05-22,4,0,0.0,False,0,0,0,0.0
2007-05-23,4,0,0.0,False,0,0,0,0.0
2007-05-24,4,0,0.0,False,0,0,0,0.0
2007-05-25,4,0,0.0,False,0,0,0,0.0
2007-05-28,4,0,0.0,False,0,0,0,0.0
2007-05-29,4,0,0.0,False,0,0,0,0.0
2007-05-30,4,0,0.0,False,0,0,0,0.0
2007-05-31,4,0,0.0,False,0,0,0,0.0
2007-06-01,4,0,0.0,False,0,0,0,0.0
2007-06-04,4,1,0.25,True,0,0,0,0.0
2007-06-05,4,0,0.0,False,0,0,0,0.0
2007-06-06,4,0,0.0,False,0,0,0,0.0
2007-06-07,4,0,0.0,False,0,0,0,0.0
2007-06-08,4,0,0.0,False,0,0,0,0.0
2007-06-11,4,0,0.0,False,0,0,0,0.0
2007-06-12,4,0,0.0,False,0,0,0,0.0
2007-06-13,4,0,0.0,False,0,0,0,0.0
2007-06-14,4,0,0.0,False,0,0,0,0.0
2007-06-15,4,0,0.0,False,0,0,0,0.0
2007-06-18,4,0,0.0,False,0,0,0,0.0
2007-06-19,4,0,0.0,False,0,0,0,0.0
2007-06-20,4,0,0.0,False,0,0,0,0.0
2007-06-21,4,0,0.0,False,0,0,0,0.0
2007-06-22,4,0,0.0,False,0,0,0,0.0
2007-06-25,4,0,0.0,False,0,0,0,0.0
2007-06-26,4,0,0.0,False,0,0,0,0.0
2007-06-27,4,0,0.0,False,0,0,0,0.0
2007-06-28,4,0,0.0,False,0,0,0,0.0
2007-06-29,4,0,0.0,False,0,0,0,0.0
2007-07-02,4,0,0.0,False,0,0,0,0.0
2007-07-03,4,0,0.0,False,0,0,0,0.0
2007-07-04,4,0,0.0,False,0,0,0,0.0
2007-07-05,4,3,0.75,True,0,0,0,0.0
2007-07-06,4,0,0.0,False,0,0,0,0.0
2007-07-09,4,0,0.0,False,0,0,0,0.0
2007-07-10,4,0,0.0,False,0,0,0,0.0
2007-07-11,4,0,0.0,False,0,0,0,0.0
2007-07-12,4,0,0.0,False,0,0,0,0.0
2007-07-13,4,0,0.0,False,0,0,0,0.0
2007-07-16,4,0,0.0,False,0,0,0,0.0
2007-07-17,4,0,0.0,False,0,0,0,0.0
2007-07-18,4,0,0.0,False,0,0,0,0.0
2007-07-19,4,0,0.0,False,0,0,0,0.0
2007-07-20,4,0,0.0,False,0,0,0,0.0
2007-07-23,4,0,0.0,False,0,0,0,0.0
2007-07-24,4,0,0.0,False,0,0,0,0.0
2007-07-25,4,0,0.0,False,0,0,0,0.0
2007-07-26,4,0,0.0,False,0,0,0,0.0
2007-07-27,4,0,0.0,False,0,0,0,0.0
2007-07-30,4,0,0.0,False,0,0,0,0.0
2007-07-31,4,0,0.0,False,0,0,0,0.0
2007-08-01,4,0,0.0,False,0,0,0,0.0
2007-08-02,4,0,0.0,False,0,0,0,0.0
2007-08-03,4,0,0.0,False,0,0,0,0.0
2007-08-06,4,0,0.0,False,0,0,0,0.0
2007-08-07,4,0,0.0,False,0,0,0,0.0
2007-08-08,4,0,0.0,False,0,0,0,0.0
2007-08-09,4,0,0.0,False,0,0,0,0.0
2007-08-10,4,0,0.0,False,0,0,0,0.0
2007-08-13,4,0,0.0,False,0,0,0,0.0
2007-08-14,4,0,0.0,False,0,0,0,0.0
2007-08-15,4,0,0.0,False,0,0,0,0.0
2007-08-16,4,0,0.0,False,0,0,0,0.0
2007-08-17,4,0,0.0,False,0,0,0,0.0
2007-08-20,4,0,0.0,False,0,0,0,0.0
2007-08-21,4,0,0.0,False,0,0,0,0.0
2007-08-22,4,0,0.0,False,0,0,0,0.0
2007-08-23,4,0,0.0,False,0,0,0,0.0
2007-08-24,4,0,0.0,False,0,0,0,0.0
2007-08-27,4,0,0.0,False,0,0,0,0.0
2007-08-28,4,0,0.0,False,0,0,0,0.0
2007-08-29,4,0,0.0,False,0,0,0,0.0
2007-08-30,4,0,0.0,False,0,0,0,0.0
2007-08-31,4,0,0.0,False,0,0,0,0.0
2007-09-03,4,0,0.0,False,0,0,0,0.0
2007-09-04,4,0,0.0,False,0,0,0,0.0
2007-09-05,4,0,0.0,False,0,0,0,0.0
2007-09-06,4,0,0.0,False,0,0,0,0.0
2007-09-07,4,0,0.0,False,0,0,0,0.0
2007-09-10,4,0,0.0,False,0,0,0,0.0
2007-09-11,4,0,0.0,False,0,0,0,0.0
2007-09-12,4,0,0.0,False,0,0,0,0.0
2007-09-13,4,0,0.0,False,0,0,0,0.0
2007-09-14,4,0,0.0,False,0,0,0,0.0
2007-09-17,4,0,0.0,False,0,0,0,0.0
2007-09-18,4,0,0.0,False,0,0,0,0.0
2007-09-19,4,0,0.0,False,0,0,0,0.0
2007-09-20,4,0,0.0,False,0,0,0,0.0
2007-09-21,4,0,0.0,False,0,0,0,0.0
2007-09-24,4,0,0.0,False,0,0,0,0.0
2007-09-25,5,0,0.0,False,0,0,0,0.0
2007-09-26,5,0,0.0,False,0,0,0,0.0
2007-09-27,5,0,0.0,False,0,0,0,0.0
2007-09-28,5,0,0.0,False,0,0,0,0.0
2007-10-08,5,0,0.0,False,0,0,0,0.0
2007-10-09,5,0,0.0,False,0,0,0,0.0
2007-10-10,5,0,0.0,False,0,0,0,0.0
2007-10-11,5,0,0.0,False,0,0,0,0.0
2007-10-12,5,0,0.0,False,0,0,0,0.0
2007-10-15,5,0,0.0,False,0,0,0,0.0
2007-10-16,5,0,0.0,False,0,0,0,0.0
2007-10-17,5,0,0.0,False,0,0,0,0.0
2007-10-18,5,0,0.0,False,0,0,0,0.0
2007-10-19,5,0,0.0,False,0,0,0,0.0
2007-10-22,5,0,0.0,False,0,0,0,0.0
2007-10-23,5,0,0.0,False,0,0,0,0.0
2007-10-24,5,0,0.0,False,0,0,0,0.0
2007-10-25,5,1,0.2,True,0,0,0,0.0
2007-10-26,5,1,0.2,True,0,0,0,0.0
2007-10-29,5,0,0.0,False,0,0,0,0.0
2007-10-30,5,0,0.0,False,0,0,0,0.0
2007-10-31,5,0,0.0,False,0,0,0,0.0
2007-11-01,5,0,0.0,False,0,0,0,0.0
2007-11-02,5,0,0.0,False,0,0,0,0.0
2007-11-05,5,0,0.0,False,0,0,0,0.0
2007-11-06,5,0,0.0,False,0,0,0,0.0
2007-11-07,5,0,0.0,False,0,0,0,0.0
2007-11-08,5,4,0.8,True,0,0,0,0.0
2007-11-09,5,3,0.6,True,0,0,0,0.0
2007-11-12,5,5,1.0,True,0,0,0,0.0
2007-11-13,5,1,0.2,True,0,0,0,0.0
2007-11-14,5,0,0.0,False,0,0,0,0.0
2007-11-15,5,0,0.0,False,0,0,0,0.0
2007-11-16,5,0,0.0,False,0,0,0,0.0
2007-11-19,5,0,0.0,False,0,0,0,0.0
2007-11-20,5,0,0.0,False,0,0,0,0.0
2007-11-21,5,0,0.0,False,0,0,0,0.0
2007-11-22,5,0,0.0,False,0,0,0,0.0
2007-11-23,5,0,0.0,False,0,0,0,0.0
2007-11-26,5,0,0.0,False,0,0,0,0.0
2007-11-27,5,0,0.0,False,0,0,0,0.0
2007-11-28,5,0,0.0,False,0,0,0,0.0
2007-11-29,5,0,0.0,False,0,0,0,0.0
2007-11-30,5,0,0.0,False,0,0,0,0.0
2007-12-03,5,0,0.0,False,0,0,0,0.0
2007-12-04,5,0,0.0,False,0,0,0,0.0
2007-12-05,5,0,0.0,False,0,0,0,0.0
2007-12-06,5,0,0.0,False,0,0,0,0.0
2007-12-07,5,0,0.0,False,0,0,0,0.0
2007-12-10,5,0,0.0,False,0,0,0,0.0
2007-12-11,5,0,0.0,False,0,0,0,0.0
2007-12-12,5,0,0.0,False,0,0,0,0.0
2007-12-13,5,0,0.0,False,0,0,0,0.0
2007-12-14,5,0,0.0,False,0,0,0,0.0
2007-12-17,5,0,0.0,False,0,0,0,0.0
2007-12-18,5,0,0.0,False,0,0,0,0.0
2007-12-19,5,0,0.0,False,0,0,0,0.0
2007-12-20,5,0,0.0,False,0,0,0,0.0
2007-12-21,5,0,0.0,False,0,0,0,0.0
2007-12-24,5,0,0.0,False,0,0,0,0.0
2007-12-25,5,0,0.0,False,0,0,0,0.0
2007-12-26,5,0,0.0,False,0,0,0,0.0
2007-12-27,5,0,0.0,False,0,0,0,0.0
2007-12-28,5,0,0.0,False,0,0,0,0.0
2008-01-02,5,0,0.0,False,0,0,0,0.0
2008-01-03,5,0,0.0,False,0,0,0,0.0
2008-01-04,5,0,0.0,False,0,0,0,0.0
2008-01-07,5,0,0.0,False,0,0,0,0.0
2008-01-08,5,0,0.0,False,0,0,0,0.0
2008-01-09,5,0,0.0,False,0,0,0,0.0
2008-01-10,5,0,0.0,False,0,0,0,0.0
2008-01-11,5,0,0.0,False,0,0,0,0.0
2008-01-14,5,0,0.0,False,0,0,0,0.0
2008-01-15,5,0,0.0,False,0,0,0,0.0
2008-01-16,5,0,0.0,False,0,0,0,0.0
2008-01-17,5,0,0.0,False,0,0,0,0.0
2008-01-18,5,0,0.0,False,0,0,0,0.0
2008-01-21,5,0,0.0,False,0,0,0,0.0
2008-01-22,5,5,1.0,True,0,0,0,0.0
2008-01-23,5,0,0.0,False,0,0,0,0.0
2008-01-24,5,0,0.0,False,0,0,0,0.0
2008-01-25,5,0,0.0,False,0,0,0,0.0
2008-01-28,5,3,0.6,True,0,0,0,0.0
2008-01-29,5,0,0.0,False,0,0,0,0.0
2008-01-30,5,0,0.0,False,0,0,0,0.0
2008-01-31,5,0,0.0,False,0,0,0,0.0
2008-02-01,5,1,0.2,True,0,0,0,0.0
2008-02-04,5,0,0.0,False,0,0,0,0.0
2008-02-05,5,0,0.0,False,0,0,0,0.0
2008-02-13,5,0,0.0,False,0,0,0,0.0
2008-02-14,5,0,0.0,False,0,0,0,0.0
2008-02-15,5,0,0.0,False,0,0,0,0.0
2008-02-18,5,0,0.0,False,0,0,0,0.0
2008-02-19,5,0,0.0,False,0,0,0,0.0
2008-02-20,5,0,0.0,False,0,0,0,0.0
2008-02-21,5,0,0.0,False,0,0,0,0.0
2008-02-22,5,0,0.0,False,0,0,0,0.0
2008-02-25,5,2,0.4,True,0,0,0,0.0
2008-02-26,5,0,0.0,False,0,0,0,0.0
2008-02-27,5,0,0.0,False,0,0,0,0.0
2008-02-28,5,0,0.0,False,0,0,0,0.0
2008-02-29,5,0,0.0,False,0,0,0,0.0
2008-03-03,5,0,0.0,False,0,0,0,0.0
2008-03-04,5,0,0.0,False,0,0,0,0.0
2008-03-05,5,0,0.0,False,0,0,0,0.0
2008-03-06,5,0,0.0,False,0,0,0,0.0
2008-03-07,5,0,0.0,False,0,0,0,0.0
2008-03-10,5,1,0.2,True,0,0,0,0.0
2008-03-11,5,1,0.2,True,0,0,0,0.0
2008-03-12,5,2,0.4,True,0,0,0,0.0
2008-03-13,5,4,0.8,True,0,0,0,0.0
2008-03-14,5,3,0.6,True,0,0,0,0.0
2008-03-17,5,4,0.8,True,0,0,0,0.0
2008-03-18,5,5,1.0,True,0,0,0,0.0
2008-03-19,5,0,0.0,False,0,0,0,0.0
2008-03-20,5,0,0.0,False,0,0,0,0.0
2008-03-21,5,0,0.0,False,0,0,0,0.0
2008-03-24,5,0,0.0,False,0,0,0,0.0
2008-03-25,5,0,0.0,False,0,0,0,0.0
2008-03-26,5,0,0.0,False,0,0,0,0.0
2008-03-27,5,0,0.0,False,0,0,0,0.0
2008-03-28,5,0,0.0,False,0,0,0,0.0
2008-03-31,5,0,0.0,False,0,0,0,0.0
2008-04-01,5,0,0.0,False,0,0,0,0.0
2008-04-02,5,0,0.0,False,0,0,0,0.0
2008-04-03,5,0,0.0,False,0,0,0,0.0
2008-04-07,5,0,0.0,False,0,0,0,0.0
2008-04-08,5,0,0.0,False,0,0,0,0.0
2008-04-09,5,0,0.0,False,0,0,0,0.0
2008-04-10,5,0,0.0,False,0,0,0,0.0
2008-04-11,5,0,0.0,False,0,0,0,0.0
2008-04-14,5,1,0.2,True,0,0,0,0.0
2008-04-15,5,0,0.0,False,0,0,0,0.0
2008-04-16,5,0,0.0,False,0,0,0,0.0
2008-04-17,5,2,0.4,True,0,0,0,0.0
2008-04-18,5,4,0.8,True,0,0,0,0.0
2008-04-21,5,1,0.2,True,0,0,0,0.0
2008-04-22,5,0,0.0,False,0,0,0,0.0
2008-04-23,5,0,0.0,False,0,0,0,0.0
2008-04-24,5,0,0.0,False,0,0,0,0.0
2008-04-25,5,0,0.0,False,0,0,0,0.0
2008-04-28,5,0,0.0,False,0,0,0,0.0
2008-04-29,5,0,0.0,False,0,0,0,0.0
2008-04-30,5,0,0.0,False,0,0,0,0.0
2008-05-05,5,0,0.0,False,0,0,0,0.0
2008-05-06,5,0,0.0,False,0,0,0,0.0
2008-05-07,5,0,0.0,False,0,0,0,0.0
2008-05-08,5,0,0.0,False,0,0,0,0.0
2008-05-09,5,0,0.0,False,0,0,0,0.0
2008-05-12,5,0,0.0,False,0,0,0,0.0
2008-05-13,5,0,0.0,False,0,0,0,0.0
2008-05-14,5,0,0.0,False,0,0,0,0.0
2008-05-15,5,0,0.0,False,0,0,0,0.0
2008-05-16,5,0,0.0,False,0,0,0,0.0
2008-05-19,5,0,0.0,False,0,0,0,0.0
2008-05-20,5,0,0.0,False,0,0,0,0.0
2008-05-21,5,0,0.0,False,0,0,0,0.0
2008-05-22,5,0,0.0,False,0,0,0,0.0
2008-05-23,5,0,0.0,False,0,0,0,0.0
2008-05-26,5,3,0.6,True,0,0,0,0.0
2008-05-27,5,0,0.0,False,0,0,0,0.0
2008-05-28,5,0,0.0,False,0,0,0,0.0
2008-05-29,5,0,0.0,False,0,0,0,0.0
2008-05-30,5,0,0.0,False,0,0,0,0.0
2008-06-02,5,0,0.0,False,0,0,0,0.0
2008-06-03,5,0,0.0,False,0,0,0,0.0
2008-06-04,5,0,0.0,False,0,0,0,0.0
2008-06-05,5,0,0.0,False,0,0,0,0.0
2008-06-06,5,0,0.0,False,0,0,0,0.0
2008-06-10,5,5,1.0,True,0,0,0,0.0
2008-06-11,5,5,1.0,True,0,0,0,0.0
2008-06-12,5,5,1.0,True,0,0,0,0.0
2008-06-13,5,5,1.0,True,0,0,0,0.0
2008-06-16,5,1,0.2,True,0,0,0,0.0
2008-06-17,5,2,0.4,True,0,0,0,0.0
2008-06-18,5,0,0.0,False,0,0,0,0.0
